Rock;711;A Night at the Opera;Queen- A Night at the Opera;6
Rock;721;Is This It;Strokes - Is This It;6
Rock;743;The Suburbs;Arcade Fire - The Suburbs;7
Rock;746;Grand Tour;Big Big Train- Grand Tour;7
Rock;758;Blackstar;David Bowie- Blackstar;7
Rock;768;Tarkus;Emerson Lake & Palmer - Tarkus;7
Rock;776;Trespass;Genesis - Trespass;7
Rock;777;Foxtrot;Genesis- Foxtrot;7
Rock;809;Neu!;Neu!- Neu!;7
Rock;815;In Rainbows;Radiohead- In Rainbows;7
Rock;833;ACT IV: Rebirth in Reprise;"The Dear Hunter - Act Iv; Rebirth in Reprise";7
Rock;854;Hospice;Antlers - Hospice;8
Rock;872;You Wont Get What You Want;Daughters - You Won't Get What You Want;8
Rock;881;Apostrophe ();Frank Zappa- Apostrophe (');8
Rock;884;Selling England by the Pound;Genesis - Selling England by the Pound;8
Rock;885;Lift Your Skinny Fists Like Antennas To Heaven;Godspeed You! Black Emperor- Lift Your Skinny Fists Like Antennas To Heaven;8
Rock;896;Unknown Pleasures;Joy Division- Unknown Pleasures;8
Rock;905;In the Court of the Crimson King;King Crimson - In the Court of the Crimson King;8
Rock;919;Advaitic Songs;Om- Advaitic Songs;8
Rock;927;Laughing Stock;Talk Talk- Laughing Stock;8
Rock;928;Spirit Of Eden;Talk Talk- Spirit Of Eden;8
Rock;929;Remain In Light;Talking Heads- Remain In Light;8
Rock;940;The Devil and God Are Raging Inside Me;Brand New - The Devil and God Are Raging Inside Me;9
Rock;949;A Trick Of The Tail;Genesis - A Trick Of The Tail;9
Rock;961;Loveless;My Bloody Valentine - Loveless;9
Rock;965;Kid A;Radiohead - Kid A;9
Rock;986;Once Again;Barclay James Harvest - Once Again;
Rock;988;Gusano Mecanico;Climax - Gusano Mecanico;
Rock;996;The Fall of Math;65daysofstatic - The Fall of Math;8
Rock;998;Mer de Noms;A Perfect Circle - Mer de Noms;
Rock;999;Thirteenth Step;A Perfect Circle - Thirteenth Step;
Rock;1005;Le Quatrieme Mouvement;Abus Dangereux - Le Quatrieme Mouvement;
Rock;1009;Does the Cosmic Shepherd Dream of Electric Tapirs?;Acid Mothers Temple - Does The Cosmic Shepherd Dream Of Electric Tapirs;5
Rock;1010;Minstrel in the Galaxy;Acid Mothers Temple - Minstrel in the Galaxy;
Rock;1011;Pataphisical Freak Out Mu!!;Acid Mothers Temple - Pataphisical Freak Out MU!!;
Rock;1012;Pink Lady Lemonade - You're From Inner Space;Acid Mothers Temple - Pink Lady Lemonade (You're From Inner Space);
Rock;1013;Pink Lady Lemonade - You're From Outer Space;Acid Mothers Temple - Pink Lady Lemonade (You're From Outer Space);
Rock;1023;Malesch;Agitation Free - Malesch;
Rock;1024;Två;Agusa - Två;6
Rock;1034;Jar of Flies;Alice in Chains - Jar of Flies;
Rock;1041;Phallus Dei;Amon Düül II - Phallus Dei;
Rock;1042;Yeti;Amon Düül II - Yeti;
Rock;1062;A Tower Of Silence;Anubis - A tower of silence;
Rock;1063;Strange Frame of Mind;Arabs in Aspic - Strange Frame of Mind;
Rock;1064;Syndenes Magi;Arabs In Aspic - Syndenes Magi;
Rock;1069;Contagion;arena - contagion;
Rock;1070;Tranquility Bay;Atlantic Ocean - Tranquility Bay;
Rock;1073;Devolver;Bader Nana - Devolver;
Rock;1096;Wolfmother;Wolfmother - Wolfmother;
Rock;1104;Whatever People Say I Am, That`s What I`m Not (Limited Edition);Arctic Monkeys - Whatever People Say I Am, That`s What I`m Not;
Rock;1112;Ants From Up There;Black Country, New Road - Ants From Up There;8
Rock;1113;For the first time;Black Country, New Road - For the first time;8
Rock;1116;Schlagenheim;black midi - schlagenheim;7
Rock;1125;Hooray for Boobies;Bloodhound Gang - Hooray For Boobies;
Rock;1126;Cultosaurus Erectus;Blue Oyster Cult - Cultosaurus Erectus;7
Rock;1149;Passover;The Black Angels - Passover;
Rock;1161;Herd Of Instinct;.O.rang – Herd Of Instinct;7
Rock;1170;...and Then There Were Three...;Genesis - ...and Then There Were Three;
Rock;1178;Wind and wuthering;Genesis - Wind and wuthering;
Rock;1179;F♯A♯∞;Godspeed You! Black Emperor - F♯A♯ (Infinity);6
Rock;1188;Kraftwerk;Kraftwerk - Kraftwerk;6
